"nodeID1";"nodeID2";"friendship";"advice";"id";"discussion"
"149";"133";"1";"0";"976";"0"
"149";"137";"1";"0";"977";"0"
"150";"167";"1";"0";"978";"0"
"151";"164";"1";"0";"979";"0"
"152";"122";"1";"0";"980";"0"
"152";"141";"1";"0";"981";"0"
"152";"157";"1";"0";"982";"0"
"153";"148";"1";"0";"983";"0"
"153";"166";"1";"0";"984";"0"
"155";"150";"1";"0";"985";"0"
"155";"167";"1";"0";"986";"0"
"157";"152";"1";"0";"987";"0"
"157";"162";"1";"0";"988";"0"
"158";"138";"1";"0";"989";"0"
"158";"145";"1";"0";"990";"0"
"158";"164";"1";"0";"991";"0"
"162";"130";"1";"0";"992";"0"
"162";"145";"1";"0";"993";"0"
"164";"122";"1";"0";"994";"0"
"164";"141";"1";"0";"995";"0"
"164";"163";"1";"0";"996";"0"
"168";"175";"0";"1";"337";"0"
"168";"176";"0";"1";"338";"1"
"168";"182";"0";"1";"339";"0"
"169";"175";"0";"1";"340";"0"
"169";"182";"1";"1";"341";"1"
"170";"175";"1";"1";"342";"1"
"171";"207";"0";"1";"343";"0"
"171";"208";"0";"1";"344";"0"
"172";"182";"0";"1";"345";"1"
"172";"185";"0";"1";"346";"1"
"172";"210";"0";"1";"347";"1"
"173";"180";"0";"1";"348";"0"
"173";"181";"0";"1";"349";"0"
"173";"185";"0";"1";"350";"0"
"174";"176";"0";"1";"351";"0"
"174";"191";"0";"1";"352";"0"
"174";"206";"0";"1";"353";"1"
"175";"170";"0";"1";"354";"1"
"175";"182";"1";"1";"355";"1"
"176";"191";"0";"1";"356";"1"
"176";"194";"0";"1";"357";"0"
"176";"198";"0";"1";"358";"0"
"177";"168";"1";"1";"359";"1"
"177";"189";"0";"1";"360";"1"
"177";"190";"0";"1";"361";"1"
"178";"198";"1";"1";"362";"1"
"179";"175";"0";"1";"363";"1"
"179";"190";"0";"1";"364";"1"
"179";"192";"1";"1";"365";"0"
"180";"181";"0";"1";"366";"0"
"180";"183";"1";"1";"367";"0"
"180";"188";"0";"1";"368";"0"
"181";"209";"1";"1";"369";"1"
"181";"210";"0";"1";"370";"0"
"182";"168";"0";"1";"371";"1"
"182";"175";"1";"1";"372";"1"
"182";"191";"1";"1";"373";"1"
"183";"185";"0";"1";"374";"0"
"183";"187";"0";"1";"375";"0"
"183";"210";"0";"1";"376";"0"
"184";"190";"0";"1";"377";"1"
"184";"191";"0";"1";"378";"1"
"184";"194";"0";"1";"379";"0"
"185";"187";"0";"1";"380";"1"
"185";"210";"0";"1";"381";"0"
"186";"176";"1";"1";"382";"1"
"186";"191";"0";"1";"383";"1"
"186";"198";"0";"1";"384";"0"
"187";"185";"0";"1";"385";"1"
"187";"208";"0";"1";"386";"1"
"187";"209";"1";"1";"387";"1"
"188";"209";"1";"1";"388";"1"
"188";"210";"0";"1";"389";"0"
"189";"168";"0";"1";"390";"0"
"189";"177";"0";"1";"391";"0"
"190";"176";"0";"1";"392";"1"
"190";"207";"0";"1";"393";"1"
"190";"209";"0";"1";"394";"0"
"191";"176";"0";"1";"395";"1"
"191";"198";"0";"1";"396";"1"
"191";"207";"0";"1";"397";"0"
"193";"192";"0";"1";"398";"1"
"193";"194";"0";"1";"399";"1"
"194";"173";"0";"1";"400";"0"
"194";"192";"0";"1";"401";"1"
"194";"193";"0";"1";"402";"0"
"197";"190";"0";"1";"403";"1"
"197";"191";"0";"1";"404";"1"
"197";"194";"0";"1";"405";"0"
"204";"207";"0";"1";"406";"0"
"168";"177";"1";"0";"692";"1"
"168";"189";"0";"0";"693";"1"
"169";"172";"0";"0";"694";"1"
"169";"192";"0";"0";"695";"1"
"170";"196";"1";"0";"696";"1"
"170";"205";"0";"0";"697";"1"
"171";"188";"0";"0";"698";"1"
"171";"211";"0";"0";"699";"1"
"173";"209";"0";"0";"700";"1"
"173";"210";"1";"0";"701";"1"
"173";"211";"0";"0";"702";"1"
"174";"182";"1";"0";"703";"1"
"174";"204";"0";"0";"704";"1"
"175";"176";"0";"0";"705";"1"
"176";"175";"0";"0";"706";"1"
"176";"190";"1";"0";"707";"1"
"178";"173";"0";"0";"708";"1"
"178";"191";"0";"0";"709";"1"
"179";"191";"0";"0";"710";"1"
"180";"207";"0";"0";"711";"1"
"180";"208";"0";"0";"712";"1"
"180";"211";"0";"0";"713";"1"
"181";"188";"0";"0";"714";"1"
"181";"208";"0";"0";"715";"1"
"183";"188";"0";"0";"716";"1"
"183";"209";"1";"0";"717";"1"
"183";"211";"0";"0";"718";"1"
"184";"176";"1";"0";"719";"1"
"185";"193";"0";"0";"720";"1"
"185";"209";"1";"0";"721";"1"
"186";"190";"0";"0";"722";"1"
"188";"181";"0";"0";"723";"1"
"188";"207";"0";"0";"724";"1"
"189";"182";"1";"0";"725";"1"
"189";"194";"1";"0";"726";"1"
"189";"198";"0";"0";"727";"1"
"190";"191";"1";"0";"728";"1"
"191";"194";"1";"0";"729";"1"
"192";"206";"1";"0";"730";"1"
"193";"207";"0";"0";"731";"1"
"194";"176";"0";"0";"732";"1"
"194";"183";"1";"0";"733";"1"
"196";"205";"0";"0";"734";"1"
"198";"176";"0";"0";"735";"1"
"198";"207";"1";"0";"736";"1"
"199";"175";"0";"0";"737";"1"
"199";"185";"1";"0";"738";"1"
"199";"187";"0";"0";"739";"1"
"200";"168";"1";"0";"740";"1"
"200";"190";"0";"0";"741";"1"
"200";"208";"0";"0";"742";"1"
"202";"173";"0";"0";"743";"1"
"168";"180";"1";"0";"997";"0"
"168";"200";"1";"0";"998";"0"
"169";"206";"1";"0";"999";"0"
"170";"186";"1";"0";"1000";"0"
"171";"185";"1";"0";"1001";"0"
"171";"187";"1";"0";"1002";"0"
"171";"193";"1";"0";"1003";"0"
"172";"169";"1";"0";"1004";"0"
"172";"179";"1";"0";"1005";"0"
"172";"192";"1";"0";"1006";"0"
"173";"175";"1";"0";"1007";"0"
"173";"191";"1";"0";"1008";"0"
"174";"190";"1";"0";"1009";"0"
"174";"194";"1";"0";"1010";"0"
"175";"191";"1";"0";"1011";"0"
"176";"186";"1";"0";"1012";"0"
"176";"188";"1";"0";"1013";"0"
"177";"180";"1";"0";"1014";"0"
"177";"200";"1";"0";"1015";"0"
"178";"207";"1";"0";"1016";"0"
"180";"168";"1";"0";"1017";"0"
"180";"177";"1";"0";"1018";"0"
"181";"193";"1";"0";"1019";"0"
"182";"204";"1";"0";"1020";"0"
"183";"181";"1";"0";"1021";"0"
"183";"194";"1";"0";"1022";"0"
"184";"186";"1";"0";"1023";"0"
"185";"173";"1";"0";"1024";"0"
"185";"199";"1";"0";"1025";"0"
"186";"208";"1";"0";"1026";"0"
"187";"181";"1";"0";"1027";"0"
"187";"193";"1";"0";"1028";"0"
"188";"171";"1";"0";"1029";"0"
"188";"193";"1";"0";"1030";"0"
"190";"182";"1";"0";"1031";"0"
"190";"206";"1";"0";"1032";"0"
"191";"182";"1";"0";"1033";"0"
"192";"179";"1";"0";"1034";"0"
"193";"181";"1";"0";"1035";"0"
"193";"187";"1";"0";"1036";"0"
"193";"209";"1";"0";"1037";"0"
"194";"174";"1";"0";"1038";"0"
"194";"191";"1";"0";"1039";"0"
"198";"178";"1";"0";"1040";"0"
"198";"204";"1";"0";"1041";"0"
"199";"180";"1";"0";"1042";"0"
"199";"188";"1";"0";"1043";"0"
"200";"177";"1";"0";"1044";"0"
"200";"180";"1";"0";"1045";"0"
"202";"206";"1";"0";"1046";"0"
"204";"182";"1";"0";"1047";"0"
"204";"191";"1";"0";"1048";"0"
"212";"216";"0";"1";"407";"0"
"212";"217";"0";"1";"408";"1"
"213";"217";"0";"1";"409";"0"
"213";"231";"0";"1";"410";"1"
"213";"237";"0";"1";"411";"1"
"214";"217";"0";"1";"412";"0"
"214";"224";"0";"1";"413";"1"
"214";"244";"0";"1";"414";"1"
"215";"231";"0";"1";"415";"0"
"215";"232";"1";"1";"416";"1"
"215";"234";"0";"1";"417";"0"
"216";"217";"1";"1";"418";"1"
"216";"231";"0";"1";"419";"1"
"216";"237";"1";"1";"420";"1"
"217";"216";"1";"1";"421";"1"
"217";"233";"0";"1";"422";"0"
"217";"234";"0";"1";"423";"1"
"218";"216";"0";"1";"424";"1"
"218";"217";"0";"1";"425";"0"
"218";"235";"0";"1";"426";"1"
"219";"216";"0";"1";"427";"1"
"219";"231";"1";"1";"428";"1"
"219";"237";"0";"1";"429";"0"
"220";"229";"1";"1";"430";"1"
"220";"237";"0";"1";"431";"1"
"220";"240";"1";"1";"432";"1"
"221";"231";"0";"1";"433";"0"
"221";"237";"0";"1";"434";"0"
"221";"239";"1";"1";"435";"0"
"222";"242";"0";"1";"436";"1"
"222";"245";"0";"1";"437";"1"
"223";"222";"1";"1";"438";"1"
"223";"229";"0";"1";"439";"1"
"223";"240";"1";"1";"440";"1"
"224";"214";"1";"1";"441";"1"
"224";"244";"0";"1";"442";"0"
"225";"217";"0";"1";"443";"0"
"225";"232";"1";"1";"444";"0"
"225";"234";"0";"1";"445";"0"
"226";"216";"0";"1";"446";"1"
"226";"231";"0";"1";"447";"0"
"226";"237";"0";"1";"448";"1"
"227";"229";"1";"1";"449";"1"
"227";"240";"0";"1";"450";"0"
"227";"245";"1";"1";"451";"1"
"228";"240";"1";"1";"452";"1"
"228";"245";"1";"1";"453";"1"
"229";"216";"1";"1";"454";"0"
"229";"221";"0";"1";"455";"0"
"229";"243";"0";"1";"456";"0"
"231";"216";"0";"1";"457";"1"
"231";"217";"0";"1";"458";"0"
"232";"231";"1";"1";"459";"0"
"232";"237";"0";"1";"460";"0"
"234";"231";"0";"1";"461";"0"
"234";"237";"0";"1";"462";"0"
"234";"240";"0";"1";"463";"0"
"235";"218";"1";"1";"464";"1"
"235";"232";"0";"1";"465";"1"
"235";"233";"0";"1";"466";"0"
"236";"238";"1";"1";"467";"1"
"237";"216";"1";"1";"468";"1"
"237";"221";"0";"1";"469";"0"
"237";"231";"1";"1";"470";"1"
"238";"242";"1";"1";"471";"1"
"239";"216";"0";"1";"472";"0"
"239";"217";"0";"1";"473";"0"
"240";"245";"1";"1";"474";"0"
"242";"217";"1";"1";"475";"1"
"242";"236";"0";"1";"476";"1"
"242";"238";"1";"1";"477";"1"
"243";"218";"0";"1";"478";"0"
"243";"230";"0";"1";"479";"0"
"243";"237";"0";"1";"480";"0"
"212";"231";"0";"0";"744";"1"
"212";"234";"1";"0";"745";"1"
"213";"242";"0";"0";"746";"1"
"215";"216";"0";"0";"747";"1"
"215";"242";"0";"0";"748";"1"
"217";"218";"0";"0";"749";"1"
"218";"230";"0";"0";"750";"1"
"219";"239";"0";"0";"751";"1"
"221";"232";"0";"0";"752";"1"
"221";"242";"1";"0";"753";"1"
"221";"243";"0";"0";"754";"1"
"222";"223";"0";"0";"755";"1"
"224";"217";"0";"0";"756";"1"
"224";"242";"0";"0";"757";"1"
"225";"216";"0";"0";"758";"1"
"225";"231";"0";"0";"759";"1"
"225";"237";"0";"0";"760";"1"
"226";"217";"0";"0";"761";"1"
"227";"222";"1";"0";"762";"1"
"229";"222";"1";"0";"763";"1"
"229";"227";"0";"0";"764";"1"
"229";"240";"0";"0";"765";"1"
"230";"218";"0";"0";"766";"1"
"230";"231";"0";"0";"767";"1"
"230";"235";"0";"0";"768";"1"
"231";"232";"1";"0";"769";"1"
"231";"234";"0";"0";"770";"1"
"232";"216";"0";"0";"771";"1"
"232";"217";"0";"0";"772";"1"
"232";"218";"0";"0";"773";"1"
"233";"216";"0";"0";"774";"1"
"233";"226";"0";"0";"775";"1"
"233";"232";"1";"0";"776";"1"
"234";"217";"0";"0";"777";"1"
"234";"236";"0";"0";"778";"1"
"234";"238";"0";"0";"779";"1"
"235";"230";"1";"0";"780";"1"
"236";"230";"0";"0";"781";"1"
"236";"242";"1";"0";"782";"1"
"237";"215";"0";"0";"783";"1"
"238";"230";"0";"0";"784";"1"
"239";"219";"0";"0";"785";"1"
"239";"229";"0";"0";"786";"1"
"240";"223";"1";"0";"787";"1"
"240";"229";"0";"0";"788";"1"
"240";"232";"0";"0";"789";"1"
"212";"241";"1";"0";"1049";"0"
"212";"242";"1";"0";"1050";"0"
"213";"222";"1";"0";"1051";"0"
"214";"230";"1";"0";"1052";"0"
"214";"232";"1";"0";"1053";"0"
"214";"233";"1";"0";"1054";"0"
"215";"233";"1";"0";"1055";"0"
"215";"235";"1";"0";"1056";"0"
"216";"226";"1";"0";"1057";"0"
"217";"214";"1";"0";"1058";"0"
"217";"242";"1";"0";"1059";"0"
"218";"214";"1";"0";"1060";"0"
"218";"232";"1";"0";"1061";"0"
"218";"233";"1";"0";"1062";"0"
"219";"225";"1";"0";"1063";"0"
"219";"235";"1";"0";"1064";"0"
"220";"242";"1";"0";"1065";"0"
"221";"238";"1";"0";"1066";"0"
"222";"218";"1";"0";"1067";"0"
"222";"229";"1";"0";"1068";"0"
"223";"245";"1";"0";"1069";"0"
"224";"222";"1";"0";"1070";"0"
"224";"233";"1";"0";"1071";"0"
"225";"214";"1";"0";"1072";"0"
"225";"230";"1";"0";"1073";"0"
"226";"214";"1";"0";"1074";"0"
"226";"225";"1";"0";"1075";"0"
"226";"232";"1";"0";"1076";"0"
"229";"245";"1";"0";"1077";"0"
"230";"225";"1";"0";"1078";"0"
"230";"232";"1";"0";"1079";"0"
"230";"233";"1";"0";"1080";"0"
"231";"219";"1";"0";"1081";"0"
"231";"233";"1";"0";"1082";"0"
"232";"214";"1";"0";"1083";"0"
"232";"233";"1";"0";"1084";"0"
"233";"225";"1";"0";"1085";"0"
"233";"230";"1";"0";"1086";"0"
"234";"214";"1";"0";"1087";"0"
"234";"215";"1";"0";"1088";"0"
"234";"216";"1";"0";"1089";"0"
"235";"215";"1";"0";"1090";"0"
"236";"243";"1";"0";"1091";"0"
"237";"226";"1";"0";"1092";"0"
"238";"236";"1";"0";"1093";"0"
"239";"232";"1";"0";"1094";"0"
"239";"246";"1";"0";"1095";"0"
"242";"239";"1";"0";"1096";"0"
"243";"236";"1";"0";"1097";"0"
"243";"242";"1";"0";"1098";"0"
"243";"246";"1";"0";"1099";"0"
